"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"2/14/2023","2/14/2023","2/15/2023","PLTR","PLTR 2/17/2023 Call $9.00","STC","1","$0.21","$20.98"
"2/14/2023","2/14/2023","2/15/2023","PLTR","PLTR 2/17/2023 Call $9.00","STC","2","$0.21","$41.98"
"2/14/2023","2/14/2023","2/15/2023","PLTR","PLTR 2/17/2023 Call $9.00","STC","1","$0.21","$20.98"
"2/13/2023","2/13/2023","2/13/2023","","Gold Fee","GOLD","","","($5.00)"
"2/2/2023","2/2/2023","2/3/2023","PLTR","PLTR 2/17/2023 Call $9.00","STC","25","$0.66","$1,649.90"
"2/1/2023","2/1/2023","2/2/2023","PLTR","PLTR 2/17/2023 Call $9.00","STC","50","$0.26","$1,299.85"
"1/31/2023","1/31/2023","1/31/2023","","Interest Payment","INT","","","$55.08"
"1/26/2023","1/26/2023","1/26/2023","","BRAINSTATION +18779001856, FL","CARD","","","($5,000.00)"
"1/23/2023","1/23/2023","1/23/2023","","MIDSTATE CROSSFIT MERCED, CA","CARD","","","($1,290.00)"
"1/20/2023","1/20/2023","1/23/2023","BBBY","Option Expiration for BBBY 1/20/2023 Call $60.00","OEXP","1S","",""
"1/20/2023","1/20/2023","1/23/2023","PINS","Option Expiration for PINS 1/20/2023 Call $40.00","OEXP","40S","",""
"1/20/2023","1/20/2023","1/23/2023","NINE","Option Expiration for NINE 1/20/2023 Put $12.00","OEXP","2S","",""
"1/20/2023","1/20/2023","1/23/2023","MVIS","Option Expiration for MVIS 1/20/2023 Call $5.00","OEXP","1S","",""
"1/20/2023","1/20/2023","1/23/2023","PLTR","PLTR 2/17/2023 Call $9.00","BTO","10","$0.04","($40.00)"
"1/20/2023","1/20/2023","1/23/2023","PLTR","PLTR 2/17/2023 Call $9.00","BTO","50","$0.04","($200.00)"
"1/20/2023","1/20/2023","1/23/2023","PLTR","PLTR 2/17/2023 Call $9.00","BTO","6","$0.04","($24.00)"
"1/20/2023","1/20/2023","1/23/2023","PLTR","PLTR 2/17/2023 Call $9.00","BTO","8","$0.04","($32.00)"
"1/20/2023","1/20/2023","1/23/2023","PLTR","PLTR 2/17/2023 Call $9.00","BTO","1","$0.04","($4.00)"
"1/20/2023","1/20/2023","1/23/2023","PLTR","PLTR 2/17/2023 Call $9.00","BTO","25","$0.04","($100.00)"
"1/17/2023","1/17/2023","1/18/2023","PLTR","PLTR 2/17/2023 Call $9.00","BTO","40","$0.07","($280.00)"
"1/17/2023","1/17/2023","1/18/2023","PLTR","PLTR 2/17/2023 Call $9.00","BTO","60","$0.07","($420.00)"
"1/13/2023","1/13/2023","1/13/2023","","Gold Fee","GOLD","","","($5.00)"
"1/9/2023","1/9/2023","1/10/2023","NINE","NINE 1/20/2023 Put $12.00","BTO","2","$0.43","($86.00)"
"1/4/2023","1/4/2023","1/5/2023","GRAB","GRAB 2/17/2023 Call $4.50","BTO","25","$0.23","($575.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","STC","1","$0.05","$4.98"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","STC","49","$0.10","$489.86"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","1","$0.11","($11.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","1","$0.11","($11.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","5","$0.11","($55.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","13","$0.11","($143.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","1","$0.11","($11.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","1","$0.11","($11.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","1","$0.11","($11.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","2","$0.11","($22.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","1","$0.11","($11.00)"
"1/3/2023","1/3/2023","1/4/2023","SPY","SPY 1/3/2023 Call $382.00","BTO","24","$0.11","($264.00)"
"12/30/2022","12/30/2022","1/3/2023","BA","Option Expiration for BA 12/30/2022 Call $195.00","OEXP","2S","",""
"12/30/2022","12/30/2022","1/3/2023","TSLA","Option Expiration for TSLA 12/30/2022 Call $150.00","OEXP","50S","",""
"12/30/2022","12/30/2022","12/30/2022","","Interest Payment","INT","","","$49.71"
"12/27/2022","12/27/2022","12/27/2022","","Interest Payment","INT","","","$13.50"
"12/27/2022","12/27/2022","12/28/2022","BA","BA 12/30/2022 Call $195.00","BTO","1","$0.69","($69.00)"
"12/27/2022","12/27/2022","12/28/2022","BA","BA 12/30/2022 Call $195.00","BTO","1","$0.69","($69.00)"
"12/23/2022","12/23/2022","12/27/2022","BABA","Option Expiration for BABA 12/23/2022 Put $82.00","OEXP","4S","",""
"12/23/2022","12/23/2022","12/27/2022","MU","Option Expiration for MU 12/23/2022 Put $45.00","OEXP","25S","",""
"12/23/2022","12/23/2022","12/27/2022","BABA","Option Expiration for BABA 12/23/2022 Put $80.00","OEXP","50S","",""
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","1","$0.30","($30.00)"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","4","$0.29","($116.00)"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","1","$0.34","($34.00)"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","2","$0.34","($68.00)"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","2","$0.34","($68.00)"
"12/23/2022","12/23/2022","12/27/2022","BABA","BABA 12/23/2022 Put $85.00","STC","1","$0.01","$0.98"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","1","$0.33","($33.00)"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","7","$0.33","($231.00)"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","2","$0.33","($66.00)"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","5","$0.35","($175.00)"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 12/30/2022 Call $150.00","BTO","25","$0.39","($975.00)"
"12/22/2022","12/22/2022","12/23/2022","BABA","BABA 12/23/2022 Put $82.00","STC","4","$0.04","$15.98"
"12/22/2022","12/22/2022","12/23/2022","BABA","BABA 12/23/2022 Put $85.00","STC","9","$0.35","$314.97"
"12/22/2022","12/22/2022","12/23/2022","BABA","BABA 12/23/2022 Put $80.00","BTO","44","$0.02","($88.00)"
"12/22/2022","12/22/2022","12/23/2022","BABA","BABA 12/23/2022 Put $80.00","BTO","5","$0.02","($10.00)"
"12/22/2022","12/22/2022","12/23/2022","BABA","BABA 12/23/2022 Put $85.00","BTO","2","$0.13","($26.00)"
"12/22/2022","12/22/2022","12/23/2022","BABA","BABA 12/23/2022 Put $85.00","BTO","8","$0.13","($104.00)"
"12/22/2022","12/22/2022","12/23/2022","BABA","BABA 12/23/2022 Put $82.00","BTO","8","$0.02","($16.00)"
"12/22/2022","12/22/2022","12/23/2022","MU","MU 12/23/2022 Put $45.00","STC","24","$0.01","$23.94"
"12/22/2022","12/22/2022","12/23/2022","MU","MU 12/23/2022 Put $45.00","STC","1","$0.01","$0.98"
"12/22/2022","12/22/2022","12/23/2022","BABA","BABA 12/23/2022 Put $80.00","BTO","1","$0.02","($2.00)"
"12/21/2022","12/21/2022","12/22/2022","IWM","IWM 12/23/2022 Call $175.00","STC","1","$2.03","$202.98"
"12/21/2022","12/21/2022","12/22/2022","MU","MU 12/23/2022 Put $45.00","BTO","48","$0.08","($384.00)"
"12/21/2022","12/21/2022","12/22/2022","MU","MU 12/23/2022 Put $45.00","BTO","1","$0.08","($8.00)"
"12/21/2022","12/21/2022","12/22/2022","MU","MU 12/23/2022 Put $45.00","BTO","1","$0.08","($8.00)"
"12/21/2022","12/21/2022","12/22/2022","IWM","IWM 12/23/2022 Call $175.00","STC","5","$1.31","$654.97"
"12/21/2022","12/21/2022","12/22/2022","IWM","IWM 12/23/2022 Call $175.00","STC","5","$1.31","$654.97"
"12/20/2022","12/20/2022","12/21/2022","IWM","IWM 12/23/2022 Call $175.00","BTO","1","$0.90","($90.00)"
"12/20/2022","12/20/2022","12/21/2022","IWM","IWM 12/23/2022 Call $175.00","BTO","10","$1.19","($1,190.00)"
"12/16/2022","12/16/2022","12/19/2022","ADBE","Option Expiration for ADBE 12/16/2022 Call $365.00","OEXP","1S","",""
"12/16/2022","12/16/2022","12/19/2022","AMZN","Option Expiration for AMZN 12/16/2022 Call $100.00","OEXP","9S","",""
"12/16/2022","12/16/2022","12/19/2022","VSCO","Option Expiration for VSCO 12/16/2022 Put $35.00","OEXP","1S","",""
"12/16/2022","12/16/2022","12/19/2022","TSLA","Option Expiration for TSLA 12/16/2022 Call $165.00","OEXP","5S","",""
"12/16/2022","12/16/2022","12/19/2022","TSLA","TSLA 12/16/2022 Call $165.00","BTO","5","$0.18","($90.00)"
"12/16/2022","12/16/2022","12/19/2022","ADBE","ADBE 12/16/2022 Call $365.00","STC","13","$0.10","$129.96"
"12/16/2022","12/16/2022","12/19/2022","ADBE","ADBE 12/16/2022 Call $365.00","STC","3","$0.10","$29.98"
"12/15/2022","12/15/2022","12/16/2022","ADBE","ADBE 12/16/2022 Call $365.00","BTO","1","$0.40","($40.00)"
"12/15/2022","12/15/2022","12/16/2022","ADBE","ADBE 12/16/2022 Call $365.00","BTO","1","$0.40","($40.00)"
"12/15/2022","12/15/2022","12/16/2022","ADBE","ADBE 12/16/2022 Call $365.00","BTO","1","$0.40","($40.00)"
"12/15/2022","12/15/2022","12/16/2022","ADBE","ADBE 12/16/2022 Call $365.00","BTO","1","$0.48","($48.00)"
"12/15/2022","12/15/2022","12/16/2022","ADBE","ADBE 12/16/2022 Call $365.00","BTO","1","$0.48","($48.00)"
"12/15/2022","12/15/2022","12/16/2022","ADBE","ADBE 12/16/2022 Call $365.00","BTO","1","$0.52","($52.00)"
"12/15/2022","12/15/2022","12/16/2022","ADBE","ADBE 12/16/2022 Call $365.00","BTO","1","$0.52","($52.00)"
"12/15/2022","12/15/2022","12/16/2022","ADBE","ADBE 12/16/2022 Call $365.00","BTO","10","$0.67","($670.00)"
"12/14/2022","12/14/2022","12/14/2022","","Gold Fee","GOLD","","","($5.00)"
"12/13/2022","12/13/2022","12/14/2022","AMZN","AMZN 12/16/2022 Call $100.00","STC","1","$0.28","$27.98"
"12/13/2022","12/13/2022","12/14/2022","AMZN","AMZN 12/16/2022 Call $100.00","STC","20","$0.28","$559.94"
"12/13/2022","12/13/2022","12/14/2022","AMZN","AMZN 12/16/2022 Call $100.00","STC","5","$0.28","$139.98"
"12/12/2022","12/12/2022","12/13/2022","AMZN","AMZN 12/16/2022 Call $100.00","STC","15","$0.20","$299.96"
"12/12/2022","12/12/2022","12/13/2022","AMZN","AMZN 12/16/2022 Call $100.00","BTO","50","$0.15","($750.00)"
"12/9/2022","12/9/2022","12/12/2022","SPY","Option Expiration for SPY 12/9/2022 Call $400.00","OEXP","2S","",""
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","50","$2.50","$125.06"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","100","$2.46","$245.99"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","100","$3.80","$379.99"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","50","$3.65","$182.50"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","30","$3.17","$95.10"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","77","$3.17","$244.08"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","60","$3.17","$190.19"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","1","$3.17","$3.17"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","32","$3.17","$101.44"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","100","$2.60","$259.99"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","251","$1.81","$454.28"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","299","$1.61","$481.35"
"12/9/2022","12/9/2022","12/13/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Sell","750","$1.62","$1,214.87"
"12/7/2022","12/7/2022","12/9/2022","AMAM","Ambrx Biopharma
CUSIP: 02290A102","Buy","2000","$0.49","($974.80)"
"12/6/2022","12/6/2022","12/7/2022","SPY","SPY 12/9/2022 Call $400.00","BTO","1","$0.79","($79.00)"
"12/6/2022","12/6/2022","12/7/2022","SPY","SPY 12/9/2022 Call $400.00","BTO","1","$0.79","($79.00)"
"12/2/2022","12/2/2022","12/5/2022","CRWD","Option Expiration for CRWD 12/2/2022 Put $100.00","OEXP","8S","",""
"12/2/2022","12/2/2022","12/5/2022","META","Option Expiration for META 12/2/2022 Put $110.00","OEXP","28S","",""
"12/2/2022","12/2/2022","12/5/2022","MRVL","Option Expiration for MRVL 12/2/2022 Put $35.00","OEXP","75S","",""
"12/1/2022","12/1/2022","12/2/2022","META","META 12/2/2022 Put $110.00","BTO","19","$0.03","($57.00)"
"12/1/2022","12/1/2022","12/2/2022","META","META 12/2/2022 Put $110.00","BTO","5","$0.03","($15.00)"
"12/1/2022","12/1/2022","12/2/2022","META","META 12/2/2022 Put $110.00","BTO","3","$0.03","($9.00)"
"12/1/2022","12/1/2022","12/2/2022","META","META 12/2/2022 Put $110.00","BTO","1","$0.03","($3.00)"
"11/30/2022","11/30/2022","11/30/2022","","Interest Payment","INT","","","$57.10"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","22","$0.01","($22.00)"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","3","$0.02","($6.00)"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","1","$0.05","($5.00)"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","21","$0.05","($105.00)"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","3","$0.05","($15.00)"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 12/2/2022 Call $400.00","STC","1","$1.52","$151.98"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 12/2/2022 Call $400.00","STC","1","$1.52","$151.98"
"11/30/2022","11/30/2022","12/1/2022","VSCO","VSCO 12/16/2022 Put $35.00","BTO","1","$0.45","($45.00)"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","14","$0.05","($70.00)"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","3","$0.05","($15.00)"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","1","$0.05","($5.00)"
"11/30/2022","11/30/2022","12/1/2022","MRVL","MRVL 12/2/2022 Put $35.00","BTO","7","$0.05","($35.00)"
"11/30/2022","11/30/2022","12/1/2022","CRWD","CRWD 12/2/2022 Put $100.00","STC","1","$0.22","$21.98"
"11/30/2022","11/30/2022","12/1/2022","CRWD","CRWD 12/2/2022 Put $100.00","STC","3","$0.22","$65.98"
"11/30/2022","11/30/2022","12/1/2022","CRWD","CRWD 12/2/2022 Put $100.00","STC","3","$0.22","$65.98"
"11/30/2022","11/30/2022","12/1/2022","CRWD","CRWD 12/2/2022 Put $100.00","STC","2","$0.32","$63.98"
"11/30/2022","11/30/2022","12/1/2022","CRWD","CRWD 12/2/2022 Put $100.00","STC","23","$0.32","$735.93"
"11/29/2022","11/29/2022","11/30/2022","CRWD","CRWD 12/2/2022 Put $100.00","BTO","5","$0.03","($15.00)"
"11/29/2022","11/29/2022","11/30/2022","CRWD","CRWD 12/2/2022 Put $100.00","BTO","5","$0.03","($15.00)"
"11/29/2022","11/29/2022","11/30/2022","CRWD","CRWD 12/2/2022 Put $100.00","BTO","10","$0.04","($40.00)"
"11/29/2022","11/29/2022","11/30/2022","CRWD","CRWD 12/2/2022 Put $100.00","BTO","20","$0.04","($80.00)"
"11/28/2022","11/28/2022","11/29/2022","SPY","SPY 12/2/2022 Call $400.00","BTO","2","$2.71","($542.00)"
"11/23/2022","11/23/2022","11/25/2022","TSLA","TSLA 11/25/2022 Call $175.00","STC","1","$7.07","$706.97"
"11/23/2022","11/23/2022","11/23/2022","","TARGET T- 3280 R St Merced, CA","CARD","","","($49.48)"
"11/23/2022","11/23/2022","11/23/2022","","TARGET T- 3280 R St Merced, CA","CARD","","","($52.12)"
"11/23/2022","11/23/2022","11/23/2022","","TARGET T- 3280 R St Merced, CA","CARD","","","($49.93)"
"11/23/2022","11/23/2022","11/23/2022","","TARGET T- 3280 R St Merced, CA","CARD","","","($59.96)"
"11/21/2022","11/21/2022","11/22/2022","TSLA","TSLA 11/25/2022 Call $175.00","BTO","1","$2.27","($227.00)"
"11/18/2022","11/18/2022","11/21/2022","NVDA","Option Expiration for NVDA 11/18/2022 Put $140.00","OEXP","2S","",""
"11/18/2022","11/18/2022","11/21/2022","AAP","Option Expiration for AAP 11/18/2022 Put $135.00","OEXP","2S","",""
"11/16/2022","11/16/2022","11/17/2022","AAP","AAP 11/18/2022 Put $135.00","STC","2","$0.10","$19.98"
"11/16/2022","11/16/2022","11/17/2022","AAP","AAP 11/18/2022 Put $135.00","STC","1","$0.10","$9.98"
"11/16/2022","11/16/2022","11/17/2022","NVDA","NVDA 11/18/2022 Put $140.00","BTO","2","$1.16","($232.00)"
"11/16/2022","11/16/2022","11/17/2022","AAP","AAP 11/18/2022 Put $135.00","STC","22","$0.07","$153.94"
"11/16/2022","11/16/2022","11/17/2022","AAP","AAP 11/18/2022 Put $135.00","STC","2","$0.07","$13.98"
"11/16/2022","11/16/2022","11/17/2022","AAP","AAP 11/18/2022 Put $135.00","STC","21","$0.07","$146.94"
"11/15/2022","11/15/2022","11/16/2022","AAP","AAP 11/18/2022 Put $135.00","BTO","50","$0.04","($200.00)"
"11/15/2022","11/15/2022","11/16/2022","DWAC","DWAC 11/18/2022 Put $25.00","STC","1","$2.43","$242.98"
"11/15/2022","11/15/2022","11/16/2022","PINS","PINS 1/20/2023 Call $40.00","STC","10","$0.22","$219.97"
"11/15/2022","11/15/2022","11/16/2022","DWAC","DWAC 11/18/2022 Put $25.00","BTO","1","$1.90","($190.00)"
"11/15/2022","11/15/2022","11/15/2022","","AIRBNB * HM9WYNQR8Y SAN FRANCISCO, CA","CARD","","","($595.09)"
"11/14/2022","11/14/2022","11/14/2022","","AIRBNB * HM89J39DZN SAN FRANCISCO, CA","CARD","","","($773.82)"
"11/14/2022","11/14/2022","11/14/2022","","AIRBNB * HMYPQQNHDK SAN FRANCISCO, CA","CARD","","","($785.88)"
"11/14/2022","11/14/2022","11/14/2022","","Gold Fee","GOLD","","","($5.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","STC","1","$0.13","$12.98"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","STC","2","$0.13","$25.98"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","STC","20","$0.13","$259.95"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","STC","2","$0.13","$25.98"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","STC","20","$0.13","$259.95"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","STC","5","$0.13","$64.98"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","2","$0.13","($26.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","5","$0.13","($65.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","10","$0.13","($130.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","2","$0.13","($26.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","5","$0.13","($65.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","10","$0.13","($130.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","10","$0.13","($130.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","9","$0.13","($117.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","10","$0.13","($130.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","6","$0.13","($78.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","2","$0.13","($26.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","9","$0.13","($117.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","1","$0.13","($13.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","4","$0.13","($52.00)"
"11/10/2022","11/10/2022","11/14/2022","PINS","PINS 1/20/2023 Call $40.00","BTO","6","$0.13","($78.00)"
"10/31/2022","10/31/2022","10/31/2022","","Interest Payment","INT","","","$53.19"
"10/28/2022","10/28/2022","10/31/2022","NVDA","Option Expiration for NVDA 10/28/2022 Put $120.00","OEXP","25S","",""
"10/28/2022","10/28/2022","10/31/2022","IWM","IWM 11/4/2022 Call $185.00","STC","1","$2.44","$243.98"
"10/27/2022","10/27/2022","10/28/2022","NVDA","NVDA 10/28/2022 Put $120.00","BTO","6","$0.05","($30.00)"
"10/27/2022","10/27/2022","10/28/2022","NVDA","NVDA 10/28/2022 Put $120.00","BTO","19","$0.05","($95.00)"
"10/27/2022","10/27/2022","10/28/2022","IWM","IWM 11/4/2022 Call $185.00","BTO","1","$2.33","($233.00)"
"10/21/2022","10/21/2022","10/24/2022","GOOGL","Option Expiration for GOOGL 10/21/2022 Call $105.00","OEXP","10S","",""
"10/21/2022","10/21/2022","10/24/2022","SNAP","SNAP 10/21/2022 Put $8.00","STC","1","$0.47","$46.98"
"10/21/2022","10/21/2022","10/24/2022","GOOGL","GOOGL 10/21/2022 Call $105.00","STC","2","$0.01","$1.98"
"10/21/2022","10/21/2022","10/24/2022","GOOGL","GOOGL 10/21/2022 Call $105.00","STC","20","$0.01","$19.95"
"10/21/2022","10/21/2022","10/24/2022","GOOGL","GOOGL 10/21/2022 Call $105.00","STC","18","$0.01","$17.95"
"10/21/2022","10/21/2022","10/24/2022","SNAP","SNAP 10/21/2022 Put $8.00","STC","14","$0.36","$503.95"
"10/20/2022","10/20/2022","10/21/2022","GOOGL","GOOGL 10/21/2022 Call $105.00","BTO","1","$0.20","($20.00)"
"10/20/2022","10/20/2022","10/21/2022","GOOGL","GOOGL 10/21/2022 Call $105.00","BTO","49","$0.20","($980.00)"
"10/20/2022","10/20/2022","10/21/2022","SNAP","SNAP 10/21/2022 Put $8.00","STC","22","$0.09","$197.94"
"10/20/2022","10/20/2022","10/21/2022","SNAP","SNAP 10/21/2022 Put $8.00","STC","3","$0.09","$26.98"
"10/18/2022","10/18/2022","10/19/2022","SNAP","SNAP 10/21/2022 Put $8.00","BTO","40","$0.10","($400.00)"
"10/17/2022","10/17/2022","10/17/2022","","Gold Fee","GOLD","","","($5.00)"
"10/7/2022","10/7/2022","10/10/2022","SHOP","Option Expiration for SHOP 10/7/2022 Call $33.00","OEXP","100S","",""
"10/6/2022","10/6/2022","10/7/2022","SHOP","SHOP 10/7/2022 Call $33.00","BTO","98","$0.04","($392.00)"
"10/6/2022","10/6/2022","10/7/2022","SHOP","SHOP 10/7/2022 Call $33.00","BTO","2","$0.04","($8.00)"
"10/3/2022","10/3/2022","10/3/2022","","KRAZY HATS LAKE HAVASU C, AZ","CARD","","","($34.43)"
"9/30/2022","9/30/2022","9/30/2022","","Interest Payment","INT","","","$34.06"
"9/23/2022","9/23/2022","9/26/2022","COST","Option Expiration for COST 9/23/2022 Put $450.00","OEXP","1S","",""
"9/23/2022","9/23/2022","9/23/2022","","THE HOME DEPOT #1001 TURLOCK, CA","CARD","","","($16.04)"
"9/16/2022","9/16/2022","9/19/2022","ORCL","Option Expiration for ORCL 9/16/2022 Put $64.00","OEXP","25S","",""
